TAHUN;SEMESTER;MATAKULIAH;PERTANYAAN;KETERANGAN;NILAI
2016;1611;IS580 Enterprise Application and Systems 1;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,35
2016;1611;IS670 Information System Auditing;1;Kesiapan memberikan perkuliahan/praktikum;3,33
2016;1611;IS670 Information System Auditing;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,29
2016;1611;IS670 Information System Auditing;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,33
2016;1611;IS670 Information System Auditing;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,33
2016;1611;IS670 Information System Auditing;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,33
2016;1611;IS670 Information System Auditing;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,29
2016;1611;IS670 Information System Auditing;7;Memberi review materi  perkuliahan sebelumnya;3,33
2016;1611;IS670 Information System Auditing;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,33
2016;1611;IS670 Information System Auditing;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,38
2016;1611;IS670 Information System Auditing;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,33
2016;1611;IS670 Information System Auditing;11;Kemampuan memotivasi semangat belajar mahasiswa;3,33
2016;1611;IS670 Information System Auditing;12;Kemampuan menerima kritik, saran dan pendapat;3,38
2016;1611;IS670 Information System Auditing;13;Fairness dalam memberikan penilaian;3,33
2016;1611;IS670 Information System Auditing;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,33
2016;1611;IS725 Information Systems Testing and Implementation;1;Kesiapan memberikan perkuliahan/praktikum;3,29
2016;1611;IS725 Information Systems Testing and Implementation;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,31
2016;1611;IS725 Information Systems Testing and Implementation;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,31
2016;1611;IS725 Information Systems Testing and Implementation;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,31
2016;1611;IS725 Information Systems Testing and Implementation;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,33
2016;1611;IS725 Information Systems Testing and Implementation;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,33
2016;1611;IS725 Information Systems Testing and Implementation;7;Memberi review materi  perkuliahan sebelumnya;3,36
2016;1611;IS725 Information Systems Testing and Implementation;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,31
2016;1611;IS725 Information Systems Testing and Implementation;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,36
2016;1611;IS725 Information Systems Testing and Implementation;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,31
2016;1611;IS725 Information Systems Testing and Implementation;11;Kemampuan memotivasi semangat belajar mahasiswa;3,36
2016;1611;IS725 Information Systems Testing and Implementation;12;Kemampuan menerima kritik, saran dan pendapat;3,31
2016;1611;IS725 Information Systems Testing and Implementation;13;Fairness dalam memberikan penilaian;3,31
2016;1611;IS725 Information Systems Testing and Implementation;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,31
2016;1611;IS727 IS Advanced Topic 2;1;Kesiapan memberikan perkuliahan/praktikum;3,32
2016;1611;IS727 IS Advanced Topic 2;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,21
2016;1611;IS727 IS Advanced Topic 2;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,29
2016;1611;IS727 IS Advanced Topic 2;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,41
2016;1611;IS727 IS Advanced Topic 2;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,32
2016;1611;IS727 IS Advanced Topic 2;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,15
2016;1611;IS727 IS Advanced Topic 2;7;Memberi review materi  perkuliahan sebelumnya;3,26
2016;1611;IS727 IS Advanced Topic 2;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,32
2016;1611;IS727 IS Advanced Topic 2;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,29
2016;1611;IS727 IS Advanced Topic 2;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,35
2016;1611;IS727 IS Advanced Topic 2;11;Kemampuan memotivasi semangat belajar mahasiswa;3,35
2016;1611;IS727 IS Advanced Topic 2;12;Kemampuan menerima kritik, saran dan pendapat;3,24
2016;1611;IS727 IS Advanced Topic 2;13;Fairness dalam memberikan penilaian;3,24
2016;1611;IS727 IS Advanced Topic 2;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,15
2016;1611;IS747 Database Administration 2;1;Kesiapan memberikan perkuliahan/praktikum;3,40
2016;1611;IS747 Database Administration 2;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,40
2016;1611;IS747 Database Administration 2;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,45
2016;1611;IS747 Database Administration 2;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,50
2016;1611;IS747 Database Administration 2;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,45
2016;1611;IS747 Database Administration 2;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,45
2016;1611;IS747 Database Administration 2;7;Memberi review materi  perkuliahan sebelumnya;3,40
2016;1611;IS747 Database Administration 2;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,40
2016;1611;IS747 Database Administration 2;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,45
2016;1611;IS747 Database Administration 2;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,50
2016;1611;IS747 Database Administration 2;11;Kemampuan memotivasi semangat belajar mahasiswa;3,35
2016;1611;IS747 Database Administration 2;12;Kemampuan menerima kritik, saran dan pendapat;3,45
2016;1611;IS747 Database Administration 2;13;Fairness dalam memberikan penilaian;3,35
2016;1611;IS747 Database Administration 2;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,45
2016;1611;IS773 IT Governance 3;1;Kesiapan memberikan perkuliahan/praktikum;3,07
2016;1611;IS773 IT Governance 3;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,14
2016;1611;IS773 IT Governance 3;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,14
2016;1611;IS773 IT Governance 3;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,14
2016;1611;IS773 IT Governance 3;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,21
2016;1611;IS773 IT Governance 3;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,07
2016;1611;IS773 IT Governance 3;7;Memberi review materi  perkuliahan sebelumnya;3,07
2016;1611;IS773 IT Governance 3;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,14
2016;1611;IS773 IT Governance 3;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,14
2016;1611;IS773 IT Governance 3;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,14
2016;1611;IS773 IT Governance 3;11;Kemampuan memotivasi semangat belajar mahasiswa;3,07
2016;1611;IS773 IT Governance 3;12;Kemampuan menerima kritik, saran dan pendapat;3,14
2016;1611;IS773 IT Governance 3;13;Fairness dalam memberikan penilaian;3,07
2016;1611;IS773 IT Governance 3;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,14
2016;1611;IS782 Enterprise Application and Systems 3;1;Kesiapan memberikan perkuliahan/praktikum;3,39
2016;1611;IS782 Enterprise Application and Systems 3;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,39
2016;1611;IS782 Enterprise Application and Systems 3;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,37
2016;1611;IS782 Enterprise Application and Systems 3;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,37
2016;1611;IS782 Enterprise Application and Systems 3;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,31
2016;1611;IS782 Enterprise Application and Systems 3;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,33
2016;1611;IS782 Enterprise Application and Systems 3;7;Memberi review materi  perkuliahan sebelumnya;3,39
2016;1611;IS782 Enterprise Application and Systems 3;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,33
2016;1611;IS782 Enterprise Application and Systems 3;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,41
2016;1611;IS782 Enterprise Application and Systems 3;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,37
2016;1611;IS782 Enterprise Application and Systems 3;11;Kemampuan memotivasi semangat belajar mahasiswa;3,37
2016;1611;IS782 Enterprise Application and Systems 3;12;Kemampuan menerima kritik, saran dan pendapat;3,41
2016;1611;IS782 Enterprise Application and Systems 3;13;Fairness dalam memberikan penilaian;3,44
2016;1611;IS782 Enterprise Application and Systems 3;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,33
2016;1621;IS201 Corporate Business Processes;1;Kesiapan memberikan perkuliahan/praktikum;3,55
2016;1621;IS201 Corporate Business Processes;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,36
2016;1621;IS201 Corporate Business Processes;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,45
2016;1621;IS201 Corporate Business Processes;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,45
2016;1621;IS201 Corporate Business Processes;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,45
2016;1621;IS201 Corporate Business Processes;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,55
2016;1621;IS201 Corporate Business Processes;7;Memberi review materi  perkuliahan sebelumnya;3,45
2016;1621;IS201 Corporate Business Processes;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,27
2016;1621;IS201 Corporate Business Processes;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,27
2016;1621;IS201 Corporate Business Processes;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,45
2016;1621;IS201 Corporate Business Processes;11;Kemampuan memotivasi semangat belajar mahasiswa;3,55
2016;1621;IS201 Corporate Business Processes;12;Kemampuan menerima kritik, saran dan pendapat;3,45
2016;1621;IS201 Corporate Business Processes;13;Fairness dalam memberikan penilaian;3,36
2016;1621;IS201 Corporate Business Processes;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,55
2016;1621;IS220 Human and Computer Interaction;1;Kesiapan memberikan perkuliahan/praktikum;3,00
2016;1621;IS220 Human and Computer Interaction;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,00
2016;1621;IS220 Human and Computer Interaction;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,11
2016;1621;IS220 Human and Computer Interaction;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,00
2016;1621;IS220 Human and Computer Interaction;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,11
2016;1621;IS220 Human and Computer Interaction;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,00
2016;1621;IS220 Human and Computer Interaction;7;Memberi review materi  perkuliahan sebelumnya;3,11
2016;1621;IS220 Human and Computer Interaction;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,22
2016;1621;IS220 Human and Computer Interaction;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,00
2016;1621;IS220 Human and Computer Interaction;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,11
2016;1621;IS220 Human and Computer Interaction;11;Kemampuan memotivasi semangat belajar mahasiswa;3,11
2016;1621;IS220 Human and Computer Interaction;12;Kemampuan menerima kritik, saran dan pendapat;3,22
2016;1621;IS220 Human and Computer Interaction;13;Fairness dalam memberikan penilaian;3,33
2016;1621;IS220 Human and Computer Interaction;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,11
2016;1621;IS230 Algorithms and Programming;1;Kesiapan memberikan perkuliahan/praktikum;3,33
2016;1621;IS230 Algorithms and Programming;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,17
2016;1621;IS230 Algorithms and Programming;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,22
2016;1621;IS230 Algorithms and Programming;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,28
2016;1621;IS230 Algorithms and Programming;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,28
2016;1621;IS230 Algorithms and Programming;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,11
2016;1621;IS230 Algorithms and Programming;7;Memberi review materi  perkuliahan sebelumnya;3,11
2016;1621;IS230 Algorithms and Programming;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,22
2016;1621;IS230 Algorithms and Programming;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,06
2016;1621;IS230 Algorithms and Programming;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,17
2016;1621;IS230 Algorithms and Programming;11;Kemampuan memotivasi semangat belajar mahasiswa;3,28
2016;1621;IS230 Algorithms and Programming;12;Kemampuan menerima kritik, saran dan pendapat;3,22
2016;1621;IS230 Algorithms and Programming;13;Fairness dalam memberikan penilaian;3,17
2016;1621;IS230 Algorithms and Programming;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,33
2016;1621;IS240 Probability and Statistic;1;Kesiapan memberikan perkuliahan/praktikum;2,61
2016;1621;IS240 Probability and Statistic;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;2,44
2016;1621;IS240 Probability and Statistic;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;2,67
2016;1621;IS240 Probability and Statistic;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;2,61
2016;1621;IS240 Probability and Statistic;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;2,78
2016;1621;IS240 Probability and Statistic;6;Pemakaian buku teks sebagai buku utama perkuliahan;2,78
2016;1621;IS240 Probability and Statistic;7;Memberi review materi  perkuliahan sebelumnya;2,61
2016;1621;IS240 Probability and Statistic;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);2,83
2016;1621;IS240 Probability and Statistic;9;Kejelasan menjawab pertanyaan /diskusi di kelas;2,56
2016;1621;IS240 Probability and Statistic;10;Pemberian tugas/kuis serta pembahasannya di kelas;2,56
2016;1621;IS240 Probability and Statistic;11;Kemampuan memotivasi semangat belajar mahasiswa;2,72
2016;1621;IS240 Probability and Statistic;12;Kemampuan menerima kritik, saran dan pendapat;2,78
2016;1621;IS240 Probability and Statistic;13;Fairness dalam memberikan penilaian;2,89
2016;1621;IS240 Probability and Statistic;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;2,56
2016;1621;IS250 Business Ethics and Law;1;Kesiapan memberikan perkuliahan/praktikum;3,44
2016;1621;IS250 Business Ethics and Law;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,33
2016;1621;IS250 Business Ethics and Law;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,22
2016;1621;IS250 Business Ethics and Law;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,44
2016;1621;IS250 Business Ethics and Law;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,44
2016;1621;IS250 Business Ethics and Law;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,44
2016;1621;IS250 Business Ethics and Law;7;Memberi review materi  perkuliahan sebelumnya;3,33
2016;1621;IS250 Business Ethics and Law;8;Pemberian kesempatan bertanya, berdiskusi serta berkonsultasi (baik di dalam maupun di luar kelas);3,22
2016;1621;IS250 Business Ethics and Law;9;Kejelasan menjawab pertanyaan /diskusi di kelas;3,33
2016;1621;IS250 Business Ethics and Law;10;Pemberian tugas/kuis serta pembahasannya di kelas;3,22
2016;1621;IS250 Business Ethics and Law;11;Kemampuan memotivasi semangat belajar mahasiswa;3,33
2016;1621;IS250 Business Ethics and Law;12;Kemampuan menerima kritik, saran dan pendapat;3,44
2016;1621;IS250 Business Ethics and Law;13;Fairness dalam memberikan penilaian;3,44
2016;1621;IS250 Business Ethics and Law;14;Ketepatan waktu dalam memulai dan mengakhiri perkuliahan/praktikum;3,33
2016;1621;IS251 Organizational Behavior;1;Kesiapan memberikan perkuliahan/praktikum;3,56
2016;1621;IS251 Organizational Behavior;2;Upaya  menyampaikan materi perkuliahan/praktikum dengan jelas;3,78
2016;1621;IS251 Organizational Behavior;3;Sistematis dalam menyampaikan materi perkuliahan/praktikum;3,78
2016;1621;IS251 Organizational Behavior;4;Kemampuan memberikan contoh yang relevan dari materi yang diajarkan;3,67
2016;1621;IS251 Organizational Behavior;5;Penyampaian materi perkuliahan sesuai dengan kontrak perkuliahan;3,78
2016;1621;IS251 Organizational Behavior;6;Pemakaian buku teks sebagai buku utama perkuliahan;3,67
